apartment_id,price,date,room_type,accommodates,bedrooms,bathrooms,cleaning_fee,availability_90_days,neighbourhood,district,latitude,longitude,host_id,host_since,host_respons_time,host_response_rate,host_superhost,host_listings_count,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,kitchen,wifi,tv,coffe_machine,dishwasher,terrace,bathtub,check_in_24h
92422,125,2010-02-15,Loft,2,1,1,$39.00,0,Friedrichshain,Friedrichshain-Kreuzberg,52.51171,13.45477,16149,2009-05-07,within an hour,100%,FALSE,1,99,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
79231,33,2009-08-18,Apartment,2,1,1,$0.00,45,Prenzlauer Berg,Pankow,52.54316,13.41509,17391,2009-05-16,within an hour,100%,TRUE,2,97,10,10,10,10,10,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41704,180,2015-08-09,Apartment,7,4,2.5,$80.00,0,Prenzlauer Berg,Pankow,52.53303,13.41605,33852,2009-08-25,within a day,100%,FALSE,1,100,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
99805,49,2010-02-18,Apartment,2,0,1,$50.00,37,Neukölln,Neukölln,52.49548,13.42182,68997,2010-01-08,within an hour,100%,TRUE,2,96,10,10,10,10,10,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
86694,129,2012-10-03,Loft,4,2,1,$49.00,67,Prenzlauer Berg,Pankow,52.53695,13.40762,71331,2010-01-18,within an hour,100%,FALSE,1,89,9,9,9,9,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
53845,98,2010-05-15,Apartment,4,2,1,$60.00,72,Kreuzberg,Friedrichshain-Kreuzberg,52.49485,13.4285,86068,2010-02-27,within a few hours,91%,TRUE,2,95,10,9,10,10,10,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
98966,160,2010-10-10,Apartment,5,1,1,$45.00,61,Mitte,Mitte,52.53435,13.40558,87357,2010-03-02,within an hour,100%,TRUE,1,95,10,10,10,10,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
55238,65,2010-09-18,Condominium,4,1,1,$100.00,0,Kreuzberg,Friedrichshain-Kreuzberg,52.48971,13.37975,94918,2010-03-17,within a day,100%,FALSE,1,90,9,9,10,9,9,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
56583,90,2010-09-22,Apartment,4,2,2.5,$45.00,1,Prenzlauer Berg,Pankow,52.53079,13.41808,99662,2010-03-27,within a few hours,100%,FALSE,2,94,10,10,10,9,10,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86770,269,2010-08-17,Apartment,8,2,2,$50.00,84,Prenzlauer Berg,Pankow,52.54406,13.42138,112675,2010-04-23,within an hour,90%,TRUE,2,92,10,10,10,10,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
67799,70,2010-11-23,Apartment,1,0,1,$0.00,3,Prenzlauer Berg,Pankow,52.54672,13.40512,55531,2009-11-18,within a day,100%,FALSE,4,92,9,10,10,10,9,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
93736,65,2010-09-29,Apartment,4,2,1,$80.00,0,Prenzlauer Berg,Pankow,52.54179,13.42388,54283,2009-11-14,within an hour,100%,TRUE,3,96,10,10,10,10,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
18538,100,2010-09-16,Apartment,8,2,1,$40.00,62,Prenzlauer Berg,Pankow,52.54597,13.42236,485838,2011-04-05,within an hour,100%,TRUE,4,95,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
66696,37,2011-03-20,Apartment,1,1,1,$15.00,82,Prenzlauer Berg,Pankow,52.54309,13.42245,135046,2010-05-30,within a day,88%,FALSE,1,92,9,9,10,10,10,9,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
30125,62,2010-08-19,Apartment,4,1,1,$30.00,30,Moabit,Mitte,52.52195,13.3559,143180,2010-06-12,within an hour,100%,FALSE,3,90,10,9,9,10,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
88556,75,2011-06-09,Loft,2,1,1,$30.00,0,Mitte,Mitte,52.53506,13.39699,151248,2010-06-24,within an hour,100%,TRUE,1,99,10,10,10,10,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
28014,40,2017-03-09,Apartment,1,1,0,$5.00,90,Charlottenburg,Charlottenburg-Wilm.,52.51968,13.30209,156897,2010-07-02,within an hour,100%,FALSE,2,90,9,9,10,10,9,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
26606,58,2010-07-24,Apartment,2,1,1,$30.00,39,Mitte,Mitte,52.53822,13.40463,149093,2010-06-21,within an hour,96%,TRUE,2,95,10,10,10,10,10,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25067,39,2010-07-17,Apartment,3,1,1.5,$20.00,88,Kreuzberg,Friedrichshain-Kreuzberg,52.49847,13.44013,272316,2010-10-27,within an hour,100%,FALSE,2,90,9,9,10,10,9,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
23854,84,2010-09-16,Apartment,2,1,1,$0.00,8,Prenzlauer Berg,Pankow,52.53713,13.42473,163384,2010-07-11,within an hour,100%,FALSE,9,89,9,9,9,9,9,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
54328,36,2012-05-05,Apartment,3,1,1.5,$20.00,5,Kreuzberg,Friedrichshain-Kreuzberg,52.49667,13.44034,272316,2010-10-27,within an hour,100%,FALSE,2,89,9,9,10,10,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
98983,119,2011-01-30,Apartment,4,2,1,$65.00,57,Friedrichshain,Friedrichshain-Kreuzberg,52.51099,13.45642,186851,2010-07-31,within an hour,100%,TRUE,6,98,10,10,10,10,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
39190,42,2011-01-05,Apartment,2,1,1,$20.00,69,Alt-Treptow,Treptow - Köpenick,52.4904,13.44085,193038,2010-08-06,within a few hours,100%,FALSE,1,88,10,9,9,9,10,9,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
55504,47,2010-11-04,Apartment,2,1,1,$20.00,15,Mitte,Mitte,52.52264,13.3881,258697,2010-10-11,within an hour,100%,TRUE,1,93,10,9,10,10,10,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
31477,55,2013-03-12,Apartment,2,1,1,$100.00,0,Charlottenburg,Charlottenburg-Wilm.,52.5034,13.29203,264072,2010-10-17,within a day,100%,TRUE,1,96,10,10,10,9,9,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
50940,33,2010-11-02,Apartment,2,1,1,$0.00,39,Prenzlauer Berg,Pankow,52.54251,13.41718,17391,2009-05-16,within an hour,100%,TRUE,2,96,10,10,10,10,10,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15997,49,2014-01-01,Apartment,2,1,1,$0.00,1,Prenzlauer Berg,Pankow,52.5317,13.43256,246930,2010-09-27,within a few hours,100%,FALSE,0,96,10,9,10,10,10,10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74410,230,2010-11-30,Apartment,4,2,2,$60.00,70,Prenzlauer Berg,Pankow,52.54787,13.40417,54283,2009-11-14,within an hour,100%,TRUE,3,98,10,10,10,10,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
26301,80,2011-01-09,Apartment,5,2,1,$80.00,25,Mitte,Mitte,52.53683,13.39897,272286,2010-10-27,within an hour,100%,FALSE,1,92,9,10,9,9,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
23750,120,2011-09-06,Apartment,4,3,1.5,$49.00,62,Prenzlauer Berg,Pankow,52.5342,13.42671,281614,2010-11-08,within a day,100%,TRUE,2,96,10,9,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
39379,85,2011-01-06,Apartment,2,1,1,$30.00,14,Kreuzberg,Friedrichshain-Kreuzberg,52.49729,13.42297,227954,2010-09-08,within a day,100%,FALSE,1,91,9,9,10,10,10,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
18207,52,2012-07-27,Apartment,2,1,1,$30.00,37,Kreuzberg,Friedrichshain-Kreuzberg,52.5036,13.43206,309364,2010-12-04,within an hour,100%,FALSE,4,85,9,10,9,9,10,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
33684,150,2011-09-26,Apartment,4,2,2,$60.00,76,Mitte,Mitte,52.53907,13.4036,312896,2010-12-08,within a day,100%,FALSE,1,91,9,9,10,9,10,8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
45096,55,2011-06-13,Apartment,4,1,1,$15.00,60,Prenzlauer Berg,Pankow,52.5465,13.40633,312373,2010-12-07,within a few hours,100%,TRUE,3,99,10,10,10,10,10,9,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
25657,118,2011-10-12,Apartment,4,2,1,$40.00,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49497,13.42399,315681,2010-12-11,within a few hours,100%,TRUE,1,100,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
78004,84,2011-06-06,Apartment,4,0,1,$75.00,86,Prenzlauer Berg,Pankow,52.5498,13.41596,163384,2010-07-11,within an hour,100%,FALSE,9,91,10,9,10,10,10,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
65063,80,2013-04-19,Apartment,2,1,1.5,$60.00,35,Charlottenburg,Charlottenburg-Wilm.,52.5078,13.31871,261488,2010-10-14,within an hour,100%,FALSE,2,94,9,9,10,10,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
11866,69,2011-02-28,Apartment,2,1,1,$43.00,37,Schöneberg,Tempelhof - Schöneberg,52.50105,13.35032,382638,2011-02-08,within an hour,100%,TRUE,1,96,10,10,10,10,10,9,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
72754,185,2012-07-08,Apartment,6,3,1,$58.00,39,Prenzlauer Berg,Pankow,52.5377,13.40854,393047,2011-02-15,within an hour,90%,FALSE,2,81,9,8,8,7,10,8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
82217,49,2011-04-09,Apartment,2,1,1,$30.00,22,Schmargendorf,Charlottenburg-Wilm.,52.48086,13.28998,437628,2011-03-12,within an hour,100%,TRUE,2,99,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
66367,155,2011-06-02,Apartment,5,2,1,$60.00,23,Mitte,Mitte,52.52142,13.38983,249501,2010-09-30,within a day,100%,FALSE,1,99,10,10,10,10,10,10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
42591,66,2011-04-22,Apartment,2,1,1,$40.00,38,Prenzlauer Berg,Pankow,52.54968,13.41528,425899,2011-03-06,within an hour,100%,TRUE,1,99,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
76596,75,2011-07-09,Apartment,2,1,1,$30.00,0,Mitte,Mitte,52.532,13.38285,451311,2011-03-19,within an hour,100%,FALSE,3,93,10,9,10,8,10,9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
78314,53,2011-08-10,Apartment,2,1,1,$20.00,15,Prenzlauer Berg,Pankow,52.53677,13.42447,453109,2011-03-20,within a few hours,100%,FALSE,2,94,10,10,10,10,10,9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
15703,99,2018-09-30,Apartment,3,1,2,$30.00,3,Prenzlauer Berg,Pankow,52.54485,13.41891,455670,2011-03-21,within a day,100%,TRUE,1,99,10,9,9,10,10,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
57766,190,2011-04-04,Apartment,5,2,1.5,$60.00,90,Prenzlauer Berg,Pankow,52.54622,13.41786,456085,2011-03-22,within an hour,100%,TRUE,2,96,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
78377,79,2015-04-28,Condominium,2,1,1,$30.00,50,Mitte,Mitte,52.53182,13.3823,451311,2011-03-19,within an hour,100%,FALSE,3,93,10,10,9,8,10,10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
23046,89,2011-06-14,Guest suite,5,1,1,$60.00,67,Prenzlauer Berg,Pankow,52.54584,13.42612,472567,2011-03-30,within an hour,89%,TRUE,3,97,10,10,10,10,9,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
21088,51,2011-05-02,Apartment,2,1,1,$25.00,67,Kreuzberg,Friedrichshain-Kreuzberg,52.49616,13.37397,81113,2010-02-14,within an hour,100%,TRUE,1,95,10,10,10,10,10,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
55749,120,2011-05-16,Apartment,4,1,1,$40.00,50,Prenzlauer Berg,Pankow,52.54053,13.40995,485838,2011-04-05,within an hour,100%,TRUE,4,97,10,9,10,10,10,9,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
86111,45,2012-02-20,Apartment,2,1,1.5,$15.00,28,Prenzlauer Berg,Pankow,52.53947,13.41009,422837,2011-03-04,within a day,100%,FALSE,0,92,9,9,10,10,10,10,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
86197,85,2011-05-25,Apartment,3,1,1,$50.00,90,Prenzlauer Berg,Pankow,52.5337,13.4367,551159,2011-05-02,within a few hours,100%,FALSE,3,95,10,10,10,10,9,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
66195,60,2011-08-07,Condominium,2,1,1,$60.00,0,Friedrichshain,Friedrichshain-Kreuzberg,52.52426,13.45207,565578,2011-05-07,N/A,N/A,TRUE,2,96,10,10,10,10,9,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37337,62,2011-06-03,Apartment,3,1,1,$30.00,65,Charlottenburg,Charlottenburg-Wilm.,52.5035,13.3218,2058,2008-08-15,within an hour,100%,FALSE,1,79,8,7,8,8,10,8,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
96910,135,2012-12-21,Apartment,6,3,1,$50.00,24,Schöneberg,Tempelhof - Schöneberg,52.48805,13.35325,582007,2011-05-12,within an hour,100%,FALSE,1,98,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
98346,75,2013-08-26,House,4,2,1,$45.00,27,Niederschönhausen,Pankow,52.5815,13.39786,584750,2011-05-13,a few days or more,33%,FALSE,1,100,10,10,10,10,10,10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17085,89,2011-11-08,Apartment,2,1,1,$49.00,55,Mitte,Mitte,52.52536,13.40488,632174,2011-05-27,within an hour,98%,TRUE,6,96,10,10,9,9,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
64932,119,2011-07-23,Apartment,6,3,1,$29.00,20,Schöneberg,Tempelhof - Schöneberg,52.50089,13.34692,662534,2011-06-04,within an hour,100%,FALSE,1,88,9,9,10,10,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
38648,42,2011-07-18,Apartment,2,1,1,$15.00,76,Mitte,Mitte,52.52811,13.39195,681637,2011-06-09,within an hour,100%,FALSE,1,95,10,9,9,9,10,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
95073,55,2011-08-20,Apartment,4,1,1,$30.00,56,Neukölln,Neukölln,52.47678,13.42437,696492,2011-06-13,within a day,90%,FALSE,1,91,10,9,9,9,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
61670,70,2012-08-12,Loft,3,1,1,$40.00,6,Friedrichshain,Friedrichshain-Kreuzberg,52.51819,13.46122,703493,2011-06-15,within an hour,100%,FALSE,1,93,9,9,10,10,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
63958,55,2011-08-08,Apartment,4,0,1,$35.00,0,Prenzlauer Berg,Pankow,52.54572,13.41296,711816,2011-06-17,within a day,100%,FALSE,2,91,9,9,10,10,10,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
37629,55,2011-08-16,Apartment,2,1,1,$35.00,74,Schöneberg,Tempelhof - Schöneberg,52.48174,13.35947,712073,2011-06-17,within an hour,100%,TRUE,1,98,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
59265,40,2011-09-28,Apartment,2,1,1,$30.00,25,Mitte,Mitte,52.52982,13.4026,722460,2011-06-20,within an hour,100%,FALSE,4,90,9,9,9,10,10,9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
29145,52,2012-05-18,Apartment,2,0,1,$20.00,31,Prenzlauer Berg,Pankow,52.54715,13.41825,735823,2011-06-23,within an hour,100%,FALSE,1,90,10,9,10,10,10,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58760,36,2011-11-15,Apartment,4,1,1,$30.00,73,Moabit,Mitte,52.53083,13.34221,671536,2011-06-06,within a few hours,100%,TRUE,1,96,10,9,10,10,10,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
12365,161,2012-08-16,Apartment,6,2,1,NA,55,Wilmersdorf,Charlottenburg-Wilm.,52.47831,13.3114,499725,2011-04-11,within a few hours,100%,TRUE,1,98,10,10,10,9,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
38771,65,2018-08-29,Townhouse,6,2,1.5,$80.00,41,Tegel,Reinickendorf,52.59723,13.30328,768932,2011-07-02,within an hour,100%,TRUE,1,95,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
80207,110,2012-01-04,Apartment,4,2,1,$40.00,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49738,13.43637,779213,2011-07-05,within a day,100%,FALSE,1,95,9,9,9,10,10,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
29470,30,2011-09-10,Apartment,2,1,1,$25.00,16,Rummelsburg,Lichtenberg,52.50273,13.47951,794265,2011-07-08,within an hour,100%,TRUE,1,99,10,10,10,10,10,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
99777,30,2015-07-26,Apartment,2,1,1.5,$15.00,0,Friedenau,Tempelhof - Schöneberg,52.46981,13.33037,809715,2011-07-12,within an hour,100%,FALSE,1,98,10,10,10,10,10,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29638,23,2017-06-14,Apartment,1,1,1,$5.00,20,Wilmersdorf,Charlottenburg-Wilm.,52.46747,13.31374,813767,2011-07-13,within an hour,100%,TRUE,1,98,10,10,10,10,10,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
56931,70,2014-11-12,Apartment,2,1,1,$50.00,36,Prenzlauer Berg,Pankow,52.54411,13.4141,819384,2011-07-14,within an hour,100%,FALSE,1,94,10,9,10,9,10,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
56284,306,2014-01-03,Apartment,8,3,2,$98.00,53,Kreuzberg,Friedrichshain-Kreuzberg,52.50254,13.39134,843326,2011-07-20,within a few hours,100%,FALSE,3,97,10,10,10,10,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
78223,264,2011-12-20,Apartment,6,2,2,$98.00,67,Kreuzberg,Friedrichshain-Kreuzberg,52.50254,13.39134,843326,2011-07-20,within a few hours,100%,FALSE,3,89,10,10,9,10,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
28334,59,2012-04-02,Apartment,3,1,1,$30.00,2,Wilmersdorf,Charlottenburg-Wilm.,52.47894,13.32716,848965,2011-07-21,within a day,100%,FALSE,1,92,10,9,9,9,10,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
99901,170,2012-01-04,Apartment,12,3,1.5,$160.00,70,Pankow,Pankow,52.56868,13.39969,857327,2011-07-23,within a few hours,100%,FALSE,2,96,10,10,10,10,9,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
65524,45,2011-08-09,Boutique hotel,1,1,1,$0.00,86,Kreuzberg,Friedrichshain-Kreuzberg,52.49173,13.421,868282,2011-07-25,within an hour,100%,TRUE,2,98,10,10,10,10,10,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84219,88,2011-08-19,Apartment,2,1,1,$30.00,28,Kreuzberg,Friedrichshain-Kreuzberg,52.48746,13.39147,871389,2011-07-26,within an hour,100%,TRUE,1,97,10,10,10,10,10,10,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
61858,64,2011-09-08,Apartment,2,1,1,$25.00,31,Mitte,Mitte,52.52735,13.38986,98237,2010-03-24,within an hour,100%,TRUE,3,93,10,10,10,10,10,9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
69339,69,2012-01-07,Apartment,4,1,1,$50.00,41,Charlottenburg,Charlottenburg-Wilm.,52.50001,13.30349,882801,2011-07-28,within an hour,100%,FALSE,1,94,10,9,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
81183,29,2011-08-18,Apartment,1,1,1.5,$20.00,9,Neukölln,Neukölln,52.48351,13.43555,893191,2011-07-30,within an hour,100%,FALSE,1,94,10,10,10,10,9,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72598,25,2011-11-07,Apartment,1,1,1,NA,54,Wedding,Mitte,52.56418,13.38838,900521,2011-08-01,within an hour,90%,FALSE,1,96,10,10,10,10,10,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58823,59,2013-11-05,Apartment,2,1,1,$40.00,78,Lichterfelde,Steglitz - Zehlendorf,52.44409,13.29434,901252,2011-08-01,within an hour,100%,TRUE,1,98,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17539,105,2012-04-15,Townhouse,4,2,1,$0.00,46,Prenzlauer Berg,Pankow,52.53814,13.45553,907038,2011-08-02,within a few hours,100%,FALSE,3,95,10,10,10,10,9,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
57943,52,2012-07-07,Guest suite,3,0,1,$15.00,33,Buckow,Neukölln,52.44149,13.46193,920085,2011-08-04,within a few hours,100%,TRUE,2,94,10,10,10,10,9,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
21209,48,2012-01-06,Apartment,5,2,1,$80.00,89,Pankow,Pankow,52.57241,13.42187,929861,2011-08-06,within a few hours,100%,TRUE,2,97,10,10,10,10,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
27235,49,2011-08-12,Boutique hotel,2,1,1,NA,62,Kreuzberg,Friedrichshain-Kreuzberg,52.49365,13.42115,868282,2011-07-25,within an hour,100%,TRUE,2,98,10,9,10,10,10,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89314,65,2012-01-20,House,5,2,1,$50.00,75,Karlshorst,Lichtenberg,52.4766,13.50838,943996,2011-08-09,within a few hours,100%,FALSE,8,82,8,9,9,9,8,8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
31283,75,2011-10-24,Loft,2,1,1.5,$35.00,45,Friedrichshain,Friedrichshain-Kreuzberg,52.52044,13.44498,944530,2011-08-09,within an hour,100%,TRUE,1,98,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
14668,75,2012-04-07,Apartment,4,1,1,$35.00,31,Mitte,Mitte,52.50645,13.41705,944961,2011-08-09,within an hour,90%,FALSE,2,88,9,8,9,9,10,8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
59781,38,2011-10-02,Apartment,2,1,1,$17.00,59,Lichtenberg,Lichtenberg,52.51245,13.49214,945655,2011-08-09,within an hour,100%,FALSE,4,94,10,9,10,10,9,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
52809,170,2011-08-30,Apartment,3,1,1,$0.00,90,Heinersdorf,Pankow,52.58089,13.44377,1311026,2011-10-19,within an hour,100%,FALSE,1,97,10,10,10,10,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
73963,89,2013-06-17,Loft,2,1,1,$30.00,0,Kreuzberg,Friedrichshain-Kreuzberg,52.50444,13.41559,868242,2011-07-25,within an hour,100%,FALSE,1,92,9,10,10,10,10,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
67552,38,2015-02-01,Apartment,1,1,2,$30.00,0,Wilmersdorf,Charlottenburg-Wilm.,52.49889,13.32386,969532,2011-08-14,within an hour,100%,TRUE,2,93,10,10,10,10,10,9,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
42536,155,2011-11-07,Condominium,4,2,2,$70.00,28,Prenzlauer Berg,Pankow,52.54301,13.41525,998898,2011-08-21,within a day,100%,FALSE,1,97,10,9,9,9,10,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50495,70,2012-04-17,Apartment,2,1,1,$30.00,4,Mitte,Mitte,52.53203,13.40097,358915,2011-01-23,within an hour,100%,TRUE,1,99,10,10,9,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
60395,35,2011-09-03,Apartment,2,1,1,$45.00,46,Charlottenburg,Charlottenburg-Wilm.,52.51079,13.30216,1033300,2011-08-29,within a day,100%,TRUE,1,98,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
75064,175,2011-09-19,Apartment,5,1,1,$40.00,61,Moabit,Mitte,52.52183,13.33318,1039350,2011-08-30,within an hour,100%,TRUE,1,95,10,10,10,10,10,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
43810,60,2019-09-08,Apartment,2,1,1,$30.00,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50811,13.46326,1095251,2011-09-01,N/A,N/A,FALSE,1,95,10,9,10,9,10,9,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
69745,35,2011-11-28,Apartment,1,1,1.5,$30.00,82,Mitte,Mitte,52.52076,13.38192,1107206,2011-09-04,within a few hours,100%,TRUE,2,96,10,10,10,10,10,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
